,secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,root,suffix
342127,108105.0,2020-02-03,SPX 200221C2700000,1,2020-02-21,2020-01-16,C,2700000.0,542.7,550.5,0.0,2.0,,,,,,130212766.0,1.0,1.0,100.0,0,,,,
342128,108105.0,2020-02-03,SPX 200221C2705000,1,2020-02-21,,C,2705000.0,537.7,545.6,0.0,0.0,,,,,,131046000.0,1.0,1.0,100.0,0,,,,
342129,108105.0,2020-02-03,SPX 200221C2710000,1,2020-02-21,2020-01-27,C,2710000.0,532.7,540.6,0.0,10.0,,,,,,131046001.0,1.0,1.0,100.0,0,,,,
342130,108105.0,2020-02-03,SPX 200221C2715000,1,2020-02-21,,C,2715000.0,527.7,535.6,0.0,0.0,,,,,,131046002.0,1.0,1.0,100.0,0,,,,
342131,108105.0,2020-02-03,SPX 200221C2720000,1,2020-02-21,2019-12-30,C,2720000.0,522.8,530.6,0.0,1.0,,,,,,131046003.0,1.0,1.0,100.0,0,,,,
342132,108105.0,2020-02-03,SPX 200221C2725000,1,2020-02-21,,C,2725000.0,517.8,525.7,0.0,0.0,,,,,,130212767.0,1.0,1.0,100.0,0,,,,
342133,108105.0,2020-02-03,SPX 200221C2730000,1,2020-02-21,2020-01-22,C,2730000.0,512.8,520.7,0.0,6.0,,,,,,131046004.0,1.0,1.0,100.0,0,,,,
342134,108105.0,2020-02-03,SPX 200221C2735000,1,2020-02-21,,C,2735000.0,507.8,515.7,0.0,0.0,,,,,,131046005.0,1.0,1.0,100.0,0,,,,
342135,108105.0,2020-02-03,SPX 200221C2740000,1,2020-02-21,,C,2740000.0,502.9,510.7,0.0,0.0,,,,,,131046006.0,1.0,1.0,100.0,0,,,,
342136,108105.0,2020-02-03,SPX 200221C2745000,1,2020-02-21,,C,2745000.0,497.9,505.8,0.0,0.0,,,,,,131046007.0,1.0,1.0,100.0,0,,,,
342137,108105.0,2020-02-03,SPX 200221C2750000,1,2020-02-21,2020-01-22,C,2750000.0,492.9,500.8,0.0,35.0,,,,,,130212768.0,1.0,1.0,100.0,0,,,,
342138,108105.0,2020-02-03,SPX 200221C2755000,1,2020-02-21,,C,2755000.0,487.9,495.8,0.0,0.0,,,,,,131046008.0,1.0,1.0,100.0,0,,,,
342139,108105.0,2020-02-03,SPX 200221C2760000,1,2020-02-21,,C,2760000.0,483.0,490.8,0.0,0.0,,,,,,131046009.0,1.0,1.0,100.0,0,,,,
